REFERENCE_NUMBER,NUMBER_OF_VEHICLES,FULL_DATE,FULL_TIME,ROAD_CLASS,ROAD_SURFACE_CODE,LIGHTING_CODE,WEATHER_CODE,CASUALTY_NUMBER,CASUALTY_CLASS,SEX_OF_CASUALTY,AGE_OF_CASUALTY,CASUALTY_SEVERITY,VEHICLE_1,VEHICLE_2,VEHICLE_3,VEHICLE_4,VEHICLE_5,VEHICLE_6,VEHICLE_7,VEHICLE_8,VEHICLE_9,VEHICLE_10
52G0993,2,16/02/2018,1430,6,1,1,1,2,1,1,32,3,9,9,0,0,0,0,0,0,0,0
52G1425,2,16/02/2018,1730,6,1,7,1,1,1,1,46,3,19,9,0,0,0,0,0,0,0,0
52G1725,3,16/02/2018,1950,6,1,7,1,1,2,2,17,3,9,8,9,0,0,0,0,0,0,0
52G1735,1,16/02/2018,1954,6,2,4,1,1,3,2,84,1,9,0,0,0,0,0,0,0,0,0
52G2053,1,16/02/2018,2234,6,1,4,1,1,3,1,45,2,9,0,0,0,0,0,0,0,0,0
52H0042,2,17/02/2018,15,6,2,4,1,1,1,1,38,3,9,8,0,0,0,0,0,0,0,0
52H1452,2,17/02/2018,1805,6,1,4,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
52I0723,2,18/02/2018,1130,6,1,1,1,1,1,1,45,2,1,9,0,0,0,0,0,0,0,0
52I0795,2,18/02/2018,1218,6,2,1,1,1,1,2,75,3,9,19,0,0,0,0,0,0,0,0
52I0795,2,18/02/2018,1218,6,2,1,1,2,2,2,55,3,9,19,0,0,0,0,0,0,0,0
52I1158,2,18/02/2018,1519,4,1,1,1,1,1,1,47,3,9,9,0,0,0,0,0,0,0,0
52I1416,2,18/02/2018,1650,6,1,7,1,1,1,2,33,3,11,1,0,0,0,0,0,0,0,0
52I1529,2,18/02/2018,1825,6,2,6,2,1,1,2,42,3,9,9,0,0,0,0,0,0,0,0
52I1529,2,18/02/2018,1825,6,2,6,2,2,2,1,5,3,9,9,0,0,0,0,0,0,0,0
52I1722,3,17/02/2018,1020,2,1,1,1,1,1,1,51,3,9,19,9,0,0,0,0,0,0,0
52J0539,4,19/02/2018,1100,3,1,1,1,1,1,2,25,3,19,9,9,21,0,0,0,0,0,0
52J1728,2,19/02/2018,830,6,1,1,1,1,1,2,32,3,1,8,0,0,0,0,0,0,0,0
52K0466,1,20/02/2018,1010,6,1,1,1,1,3,1,54,3,9,0,0,0,0,0,0,0,0,0
52K0633,3,20/02/2018,1155,3,1,1,1,1,1,1,30,3,9,9,9,0,0,0,0,0,0,0
52K0633,3,20/02/2018,1155,3,1,1,1,2,2,1,78,3,9,9,9,0,0,0,0,0,0,0
52K0633,3,20/02/2018,1155,3,1,1,1,3,2,1,36,3,9,9,9,0,0,0,0,0,0,0
52K0817,1,20/02/2018,1327,6,2,1,1,1,1,1,81,3,9,0,0,0,0,0,0,0,0,0
52K1668,1,20/02/2018,1955,6,2,4,2,1,3,1,16,3,9,0,0,0,0,0,0,0,0,0
52K1987,1,20/02/2018,2250,6,1,4,1,1,3,2,19,3,9,0,0,0,0,0,0,0,0,0
52L0839,2,21/02/2018,1325,6,1,1,1,1,1,1,42,3,9,9,0,0,0,0,0,0,0,0
52L1021,1,21/02/2018,1500,6,1,1,1,1,3,1,67,3,9,0,0,0,0,0,0,0,0,0
52L1071,1,21/02/2018,1515,6,1,1,1,1,3,2,27,3,9,0,0,0,0,0,0,0,0,0
52L1151,1,21/02/2018,1556,6,1,1,1,1,3,1,32,3,9,0,0,0,0,0,0,0,0,0
52L1510,2,21/02/2018,1830,3,2,4,1,1,2,1,9,3,9,9,0,0,0,0,0,0,0,0
52M0287,3,22/02/2018,808,3,1,1,1,1,1,2,34,3,9,9,9,0,0,0,0,0,0,0
52M0493,2,21/02/2018,700,4,1,7,1,1,1,1,34,3,1,10,0,0,0,0,0,0,0,0
52M0724,2,22/02/2018,1245,6,1,1,1,1,1,2,21,3,9,9,0,0,0,0,0,0,0,0
52M0724,2,22/02/2018,1245,6,1,1,1,2,2,1,23,3,9,9,0,0,0,0,0,0,0,0
52M1614,2,22/02/2018,1954,3,1,4,1,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
52M1828,2,22/02/2018,2130,3,1,4,1,1,1,1,24,3,9,1,0,0,0,0,0,0,0,0
52N0337,1,23/02/2018,830,3,1,1,1,1,3,1,50,3,9,0,0,0,0,0,0,0,0,0
52N0338,2,23/02/2018,830,3,4,1,1,1,1,1,49,3,9,9,0,0,0,0,0,0,0,0
52N0590,2,23/02/2018,1122,3,1,1,1,1,1,1,50,3,9,1,0,0,0,0,0,0,0,0
52N0790,1,24/02/2018,1328,3,1,1,1,1,1,1,58,2,9,0,0,0,0,0,0,0,0,0
52N1199,2,23/02/2018,1400,6,1,1,1,1,2,2,75,2,11,9,0,0,0,0,0,0,0,0
52N1702,2,23/02/2018,2010,6,1,4,1,1,1,1,22,3,9,9,0,0,0,0,0,0,0,0
52N1754,2,23/02/2018,1600,6,1,1,1,1,1,2,25,2,9,1,0,0,0,0,0,0,0,0
52N1934,1,23/02/2018,2255,6,1,6,1,1,1,1,28,3,9,0,0,0,0,0,0,0,0,0
52N2004,2,23/02/2018,2325,6,1,4,1,1,1,1,41,3,9,8,0,0,0,0,0,0,0,0
52O0005,1,24/02/2018,5,6,1,7,1,1,2,1,17,3,9,0,0,0,0,0,0,0,0,0
52O0005,1,24/02/2018,5,6,1,7,1,2,2,1,17,3,9,0,0,0,0,0,0,0,0,0
52O0005,1,24/02/2018,5,6,1,7,1,3,2,1,17,3,9,0,0,0,0,0,0,0,0,0
52O1293,1,24/02/2018,1651,3,1,1,1,1,3,1,53,2,9,0,0,0,0,0,0,0,0,0
52P0959,1,25/02/2018,1434,3,1,1,1,1,3,2,89,1,9,0,0,0,0,0,0,0,0,0
52Q1077,2,26/02/2018,1505,6,1,1,3,1,1,1,49,3,9,19,0,0,0,0,0,0,0,0
52R0151,1,27/02/2018,352,3,3,4,3,1,1,1,36,2,9,0,0,0,0,0,0,0,0,0
52R0502,1,27/02/2018,1035,3,2,1,1,1,3,2,17,3,9,0,0,0,0,0,0,0,0,0
52S0393,2,01/03/2018,930,1,3,1,3,1,1,1,54,3,21,9,0,0,0,0,0,0,0,0
52S0393,2,01/03/2018,930,1,3,1,3,2,2,2,53,3,21,9,0,0,0,0,0,0,0,0
52S0700,1,28/02/2018,1215,6,3,1,6,1,2,2,46,3,9,0,0,0,0,0,0,0,0,0
52S0700,1,28/02/2018,1215,6,3,1,6,2,2,2,24,3,9,0,0,0,0,0,0,0,0,0
52S1634,1,28/02/2018,1829,6,3,4,3,1,2,2,17,3,9,0,0,0,0,0,0,0,0,0
52S1650,1,28/02/2018,1830,6,3,4,3,1,3,1,29,3,9,0,0,0,0,0,0,0,0,0
5311326,1,01/03/2018,1705,6,1,7,1,1,3,2,15,3,9,0,0,0,0,0,0,0,0,0
5321014,1,02/03/2018,1605,1,2,1,4,1,1,1,40,2,9,0,0,0,0,0,0,0,0,0
5AL1306,2,21/10/2018,1545,6,1,1,1,1,1,1,33,3,8,1,0,0,0,0,0,0,0,0
5AL1485,3,21/10/2018,1710,1,1,1,1,1,2,2,23,3,9,9,9,0,0,0,0,0,0,0
5AL1485,3,21/10/2018,1710,1,1,1,1,2,2,2,79,3,9,9,9,0,0,0,0,0,0,0
5AL1485,3,21/10/2018,1710,1,1,1,1,3,2,2,23,3,9,9,9,0,0,0,0,0,0,0
5AL1615,2,21/10/2018,1815,3,1,4,1,1,1,1,22,3,9,3,0,0,0,0,0,0,0,0
5AM0314,1,24/10/2018,836,6,1,1,1,1,1,2,21,3,9,0,0,0,0,0,0,0,0,0
5AM0319,2,22/10/2018,645,6,1,1,1,1,1,2,27,3,9,1,0,0,0,0,0,0,0,0
5AM0344,2,22/10/2018,855,6,2,1,1,1,1,2,59,3,9,9,0,0,0,0,0,0,0,0
5AM0734,2,22/10/2018,1245,1,1,1,1,1,1,2,36,3,9,19,0,0,0,0,0,0,0,0
5AM0734,2,22/10/2018,1245,1,1,1,1,2,2,2,6,3,9,19,0,0,0,0,0,0,0,0
5AM0970,2,22/10/2018,1430,2,1,1,1,1,1,1,23,3,9,9,0,0,0,0,0,0,0,0
5AM1636,5,22/10/2018,1920,6,1,6,1,1,1,1,15,3,9,19,1,1,1,0,0,0,0,0
5AM1636,5,22/10/2018,1920,6,1,6,1,2,1,1,15,2,9,19,1,1,1,0,0,0,0,0
5AM1636,5,22/10/2018,1920,6,1,6,1,3,1,1,14,1,9,19,1,1,1,0,0,0,0,0
5AN0290,3,23/10/2018,758,6,1,1,1,1,1,1,50,2,9,1,9,0,0,0,0,0,0,0
5AN0439,2,24/10/2018,950,6,1,1,1,1,1,1,37,3,9,19,0,0,0,0,0,0,0,0
5AN0439,2,24/10/2018,950,6,1,1,1,2,1,1,56,3,9,19,0,0,0,0,0,0,0,0
5AN0856,2,23/10/2018,845,6,1,1,1,1,1,2,48,3,9,9,0,0,0,0,0,0,0,0
5AN0877,2,23/10/2018,715,1,1,1,4,1,1,2,26,3,9,9,0,0,0,0,0,0,0,0
5AN2038,2,24/10/2018,4,1,1,4,4,1,2,1,35,3,19,9,0,0,0,0,0,0,0,0
5AO0335,2,24/10/2018,833,3,1,1,1,1,1,1,46,3,9,1,0,0,0,0,0,0,0,0
5AO0770,2,24/10/2018,730,3,1,1,1,1,1,1,42,3,9,1,0,0,0,0,0,0,0,0
5AP0528,3,25/10/2018,1033,6,1,1,1,1,1,2,59,3,9,1,1,0,0,0,0,0,0,0
5AP0528,3,25/10/2018,1033,6,1,1,1,2,1,2,44,2,9,1,1,0,0,0,0,0,0,0
5AP0840,2,25/10/2018,1309,6,1,1,1,1,1,2,77,2,9,19,0,0,0,0,0,0,0,0
5AP0905,2,25/10/2018,905,6,1,1,1,1,1,1,38,3,9,1,0,0,0,0,0,0,0,0
5AP0979,2,25/10/2018,1412,6,1,1,1,1,1,2,31,3,9,9,0,0,0,0,0,0,0,0
5AQ0933,2,26/10/2018,1323,1,1,1,1,1,1,1,53,2,21,5,0,0,0,0,0,0,0,0
5AQ1609,1,26/10/2018,1805,6,1,4,1,1,3,1,12,3,9,0,0,0,0,0,0,0,0,0
5AR0500,2,27/10/2018,951,6,1,1,4,1,1,1,40,3,9,9,0,0,0,0,0,0,0,0
5AR0961,2,27/10/2018,1420,4,1,1,1,1,1,2,23,3,9,9,0,0,0,0,0,0,0,0
5AR0961,2,27/10/2018,1420,4,1,1,1,2,2,2,53,3,9,9,0,0,0,0,0,0,0,0
5AR1342,2,27/10/2018,1747,4,1,1,1,1,1,1,58,2,19,1,0,0,0,0,0,0,0,0
5AS0075,1,28/10/2018,50,3,2,4,1,1,1,1,62,3,9,0,0,0,0,0,0,0,0,0
5AS0576,2,28/10/2018,921,6,1,1,1,1,1,1,17,3,1,19,0,0,0,0,0,0,0,0
5AS0587,2,28/10/2018,933,6,1,1,1,1,1,2,46,3,9,19,0,0,0,0,0,0,0,0
5AS1526,1,28/10/2018,1810,6,1,1,1,1,3,2,10,2,9,0,0,0,0,0,0,0,0,0
5AS1580,2,28/10/2018,1845,3,1,1,1,1,1,1,43,3,9,9,0,0,0,0,0,0,0,0
5AS1580,2,28/10/2018,1845,3,1,1,1,2,1,1,22,3,9,9,0,0,0,0,0,0,0,0
5AS1580,2,28/10/2018,1845,3,1,1,1,3,2,2,19,3,9,9,0,0,0,0,0,0,0,0
5AS1870,2,28/10/2018,2105,3,1,4,1,1,2,1,41,3,19,9,0,0,0,0,0,0,0,0
5AT0079,1,29/10/2018,150,6,2,4,1,1,1,2,23,3,9,0,0,0,0,0,0,0,0,0
5AT0208,2,29/10/2018,729,3,4,1,1,1,1,2,22,2,9,9,0,0,0,0,0,0,0,0
5AT0208,2,29/10/2018,729,3,4,1,1,2,1,2,41,3,9,9,0,0,0,0,0,0,0,0
5AT1154,1,02/11/2018,1015,6,1,1,1,1,2,2,70,3,11,0,0,0,0,0,0,0,0,0
5AT1573,2,29/10/2018,1825,3,1,4,1,1,1,1,17,3,9,9,0,0,0,0,0,0,0,0
5AT1573,2,29/10/2018,1825,3,1,4,1,2,1,1,21,3,9,9,0,0,0,0,0,0,0,0
5AT1573,2,29/10/2018,1825,3,1,4,1,3,2,2,1,3,9,9,0,0,0,0,0,0,0,0
5AU0892,1,30/10/2018,1300,3,1,1,1,1,2,2,63,3,11,0,0,0,0,0,0,0,0,0
5AU1006,1,30/10/2018,1506,3,1,1,1,1,3,2,55,3,8,0,0,0,0,0,0,0,0,0
5AU1917,2,30/10/2018,2155,3,1,4,1,1,1,1,39,3,9,9,0,0,0,0,0,0,0,0
5AV0392,2,01/11/2018,939,3,1,1,1,1,1,1,79,3,21,9,0,0,0,0,0,0,0,0
5AV0797,2,01/10/2018,1315,3,1,1,1,1,1,2,49,3,9,9,0,0,0,0,0,0,0,0
5AV0797,2,01/10/2018,1315,3,1,1,1,2,2,2,18,3,9,9,0,0,0,0,0,0,0,0
5AV0797,2,01/10/2018,1315,3,1,1,1,3,1,2,34,3,9,9,0,0,0,0,0,0,0,0
5AV0917,2,31/10/2018,1410,3,1,1,1,1,1,1,23,3,9,19,0,0,0,0,0,0,0,0
5AV0917,2,31/10/2018,1410,3,1,1,1,2,2,2,23,3,9,19,0,0,0,0,0,0,0,0
5AV1095,2,31/10/2018,1520,6,1,1,1,1,1,2,29,3,9,9,0,0,0,0,0,0,0,0
5AV1142,2,31/10/2018,800,6,1,1,1,1,1,2,50,3,9,9,0,0,0,0,0,0,0,0
5AV1552,2,31/10/2018,1820,3,1,4,1,1,1,1,58,3,9,9,0,0,0,0,0,0,0,0
5AV1552,2,31/10/2018,1820,3,1,4,1,2,1,1,46,3,9,9,0,0,0,0,0,0,0,0
5AV1552,2,31/10/2018,1820,3,1,4,1,3,2,1,43,3,9,9,0,0,0,0,0,0,0,0
5AV1552,2,31/10/2018,1820,3,1,4,1,4,2,1,11,3,9,9,0,0,0,0,0,0,0,0
5AV1798,2,31/10/2018,1930,1,2,4,1,1,1,2,20,3,9,21,0,0,0,0,0,0,0,0
5AV2036,3,31/10/2018,2029,6,1,4,1,1,1,1,20,2,3,9,19,0,0,0,0,0,0,0
5AV2308,2,31/10/2018,2210,3,1,4,1,1,2,1,40,3,9,9,0,0,0,0,0,0,0,0
5AV2460,2,31/10/2018,2329,3,1,4,1,1,1,1,47,3,8,9,0,0,0,0,0,0,0,0
5AV2460,2,31/10/2018,2329,3,1,4,1,2,2,1,28,3,8,9,0,0,0,0,0,0,0,0
5B11049,2,01/11/2018,1350,3,1,1,1,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
5B11049,2,01/11/2018,1350,3,1,1,1,2,1,1,45,3,9,9,0,0,0,0,0,0,0,0
5B11264,2,01/11/2018,1500,3,1,1,1,1,2,1,55,3,9,9,0,0,0,0,0,0,0,0
5B11374,3,02/11/2018,1650,2,1,6,1,1,1,2,45,3,9,9,19,0,0,0,0,0,0,0
5B11374,3,02/11/2018,1650,2,1,6,1,2,2,2,65,3,9,9,19,0,0,0,0,0,0,0
5B11375,4,01/11/2018,1610,2,1,1,1,1,1,1,58,2,9,19,9,9,0,0,0,0,0,0
5B11852,1,01/11/2018,1925,6,1,4,1,1,3,1,52,3,9,0,0,0,0,0,0,0,0,0
5B20288,1,02/11/2018,815,3,1,1,1,1,3,2,68,3,1,0,0,0,0,0,0,0,0,0
5B20355,2,02/11/2018,900,6,1,1,1,1,1,1,19,3,1,9,0,0,0,0,0,0,0,0
5B20569,2,02/11/2018,1545,6,1,1,1,1,1,1,51,3,1,9,0,0,0,0,0,0,0,0
5B21618,2,02/11/2018,1820,6,1,4,1,1,1,1,19,2,9,3,0,0,0,0,0,0,0,0
5B21618,2,02/11/2018,1820,6,1,4,1,2,2,1,25,2,9,3,0,0,0,0,0,0,0,0
5B21649,2,24/10/2018,1800,6,1,1,1,1,1,1,56,3,1,9,0,0,0,0,0,0,0,0
5B21798,1,02/11/2018,1931,3,1,4,1,1,3,1,36,3,9,0,0,0,0,0,0,0,0,0
5B30956,1,03/11/2018,1321,6,1,1,1,1,3,2,4,3,9,0,0,0,0,0,0,0,0,0
5B31005,1,03/11/2018,1340,1,1,1,1,1,1,1,46,3,9,0,0,0,0,0,0,0,0,0
5B31005,1,03/11/2018,1340,1,1,1,1,2,2,2,44,2,9,0,0,0,0,0,0,0,0,0
5B31538,2,03/11/2018,1736,3,1,4,1,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
5B31730,4,03/11/2018,1902,6,1,4,1,1,1,1,35,3,9,9,9,9,0,0,0,0,0,0
5B31950,2,03/11/2018,2031,3,1,4,1,1,1,1,26,2,9,4,0,0,0,0,0,0,0,0
5B40518,1,04/11/2018,830,3,2,1,1,1,1,1,40,2,4,0,0,0,0,0,0,0,0,0
46K0681,2,20/06/2017,1115,3,1,1,1,4,2,2,28,3,1,11,0,0,0,0,0,0,0,0
46K0788,5,20/06/2017,1220,3,1,1,1,1,1,1,18,3,9,9,9,9,9,0,0,0,0,0
46K0788,5,20/06/2017,1220,3,1,1,1,2,2,1,73,3,9,9,9,9,9,0,0,0,0,0
46K0836,2,20/06/2017,845,3,1,1,1,1,1,2,28,3,1,8,0,0,0,0,0,0,0,0
46K1425,2,20/06/2017,1630,6,1,1,1,1,1,1,6,3,9,1,0,0,0,0,0,0,0,0
46K2288,3,20/06/2017,2345,6,1,4,1,1,1,2,58,3,9,9,9,0,0,0,0,0,0,0
46L0439,2,21/06/2017,900,3,1,1,1,1,1,1,64,3,9,1,0,0,0,0,0,0,0,0
46L1306,2,21/06/2017,1540,6,1,1,1,1,1,2,24,3,9,9,0,0,0,0,0,0,0,0
46M0455,2,22/06/2017,914,6,1,1,1,1,1,1,39,3,9,9,0,0,0,0,0,0,0,0
46M0902,2,22/06/2017,1317,6,1,1,1,1,1,1,45,3,9,9,0,0,0,0,0,0,0,0
46M1060,1,22/06/2017,1430,3,1,1,1,1,3,1,25,3,9,0,0,0,0,0,0,0,0,0
46M1060,1,22/06/2017,1430,3,1,1,1,2,2,2,59,3,9,0,0,0,0,0,0,0,0,0
46M1347,1,22/06/2017,1640,3,1,1,1,1,3,2,18,1,9,0,0,0,0,0,0,0,0,0
46M1347,1,22/06/2017,1640,3,1,1,1,2,2,1,31,3,9,0,0,0,0,0,0,0,0,0
46M1566,2,22/06/2017,1822,3,1,7,1,1,1,2,50,3,9,9,0,0,0,0,0,0,0,0
46M1601,4,22/06/2017,1841,3,1,7,1,1,1,2,48,3,9,9,9,9,0,0,0,0,0,0
46N0212,1,23/06/2017,505,6,1,7,1,1,1,1,24,2,3,0,0,0,0,0,0,0,0,0
46N0833,2,23/06/2017,1300,6,1,1,1,1,1,2,33,3,9,9,0,0,0,0,0,0,0,0
46N0984,2,23/06/2017,1415,3,2,1,1,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
46N0984,2,23/06/2017,1415,3,2,1,1,2,2,2,18,3,9,9,0,0,0,0,0,0,0,0
46N1334,3,23/06/2017,1625,6,2,1,1,1,1,1,39,3,9,19,9,0,0,0,0,0,0,0
46N1495,5,23/06/2017,1834,3,2,7,2,1,1,1,19,2,9,9,9,9,9,0,0,0,0,0
46N1495,5,23/06/2017,1834,3,2,7,2,2,2,1,18,3,9,9,9,9,9,0,0,0,0,0
46N1495,5,23/06/2017,1834,3,2,7,2,3,2,2,17,3,9,9,9,9,9,0,0,0,0,0
46N1495,5,23/06/2017,1834,3,2,7,2,4,2,2,19,3,9,9,9,9,9,0,0,0,0,0
46N1495,5,23/06/2017,1834,3,2,7,2,5,2,1,25,2,9,9,9,9,9,0,0,0,0,0
46N1495,5,23/06/2017,1834,3,2,7,2,6,2,2,20,3,9,9,9,9,9,0,0,0,0,0
46N1646,2,23/06/2017,1830,3,2,7,2,1,1,1,44,2,9,1,0,0,0,0,0,0,0,0
46N1693,2,23/06/2017,1857,6,1,7,2,1,1,2,52,3,9,9,0,0,0,0,0,0,0,0
46N1693,2,23/06/2017,1857,6,1,7,2,2,2,1,33,3,9,9,0,0,0,0,0,0,0,0
46N1693,2,23/06/2017,1857,6,1,7,2,3,1,2,50,3,9,9,0,0,0,0,0,0,0,0
46N1693,2,23/06/2017,1857,6,1,7,2,4,2,2,16,3,9,9,0,0,0,0,0,0,0,0
46N1693,2,23/06/2017,1857,6,1,7,2,5,2,2,16,3,9,9,0,0,0,0,0,0,0,0
46N1693,2,23/06/2017,1857,6,1,7,2,6,2,2,16,3,9,9,0,0,0,0,0,0,0,0
46N2110,1,23/06/2017,2205,6,1,4,1,1,3,1,44,3,9,0,0,0,0,0,0,0,0,0
46O1334,2,24/06/2017,1610,1,1,1,1,1,1,1,32,3,9,9,0,0,0,0,0,0,0,0
46O1334,2,24/06/2017,1610,1,1,1,1,2,2,2,28,3,9,9,0,0,0,0,0,0,0,0
46O1472,2,26/06/2017,1715,3,1,7,1,1,2,1,36,3,9,9,0,0,0,0,0,0,0,0
46O1472,2,26/06/2017,1715,3,1,7,1,2,2,2,34,2,9,9,0,0,0,0,0,0,0,0
46O1472,2,26/06/2017,1715,3,1,7,1,3,2,2,1,3,9,9,0,0,0,0,0,0,0,0
46O2049,2,24/06/2017,2200,6,1,6,1,1,1,1,81,2,9,9,0,0,0,0,0,0,0,0
46O2056,2,24/06/2017,2200,6,1,4,1,1,1,2,53,3,9,19,0,0,0,0,0,0,0,0
46O2233,2,24/06/2017,2318,6,1,4,1,1,2,2,83,3,9,9,0,0,0,0,0,0,0,0
46P0150,2,25/06/2017,59,3,1,4,1,1,1,1,71,3,9,9,0,0,0,0,0,0,0,0
46P0150,2,25/06/2017,59,3,1,4,1,2,2,2,61,3,9,9,0,0,0,0,0,0,0,0
46P0150,2,25/06/2017,59,3,1,4,1,3,2,1,60,2,9,9,0,0,0,0,0,0,0,0
46P0150,2,25/06/2017,59,3,1,4,1,4,2,2,33,3,9,9,0,0,0,0,0,0,0,0
46P0150,2,25/06/2017,59,3,1,4,1,5,2,1,41,3,9,9,0,0,0,0,0,0,0,0
46P0808,2,25/06/2017,1201,6,1,1,1,1,1,2,60,3,9,9,0,0,0,0,0,0,0,0
46P0808,2,25/06/2017,1201,6,1,1,1,2,2,1,62,3,9,9,0,0,0,0,0,0,0,0
46P0879,2,25/06/2017,1240,3,1,1,1,1,1,1,65,3,9,9,0,0,0,0,0,0,0,0
46P1063,2,25/06/2017,1410,3,1,1,1,1,1,1,51,3,9,1,0,0,0,0,0,0,0,0
46P1857,3,25/06/2017,2100,6,1,7,1,1,1,1,31,3,9,9,9,0,0,0,0,0,0,0
46Q0083,2,26/06/2017,1210,3,1,1,1,1,1,1,31,2,21,1,0,0,0,0,0,0,0,0
46Q0363,3,26/06/2017,830,3,1,1,1,1,1,1,69,3,9,9,9,0,0,0,0,0,0,0
46Q0741,2,26/06/2017,1145,6,1,1,1,1,1,1,26,2,3,9,0,0,0,0,0,0,0,0
46Q0932,2,29/06/2017,1308,6,1,1,1,1,2,1,22,3,9,9,0,0,0,0,0,0,0,0
46Q0932,2,29/06/2017,1308,6,1,1,1,2,2,1,4,3,9,9,0,0,0,0,0,0,0,0
46Q0932,2,29/06/2017,1308,6,1,1,1,3,1,2,24,3,9,9,0,0,0,0,0,0,0,0
46Q1370,2,26/06/2017,1430,6,2,1,1,1,2,2,57,3,9,9,0,0,0,0,0,0,0,0
46R0521,3,27/06/2017,1100,6,2,1,2,1,1,2,50,3,9,9,19,0,0,0,0,0,0,0
46R0521,3,27/06/2017,1100,6,2,1,2,2,2,1,37,3,9,9,19,0,0,0,0,0,0,0
46R0729,2,27/06/2017,1313,6,2,1,2,1,1,1,79,3,9,9,0,0,0,0,0,0,0,0
46R0729,2,27/06/2017,1313,6,2,1,2,2,2,2,80,3,9,9,0,0,0,0,0,0,0,0
46S0458,2,28/06/2017,1025,3,2,1,2,1,1,1,56,3,9,9,0,0,0,0,0,0,0,0
46S0531,3,28/06/2017,1100,6,1,1,2,1,1,2,81,3,9,9,9,0,0,0,0,0,0,0
46S0849,1,28/06/2017,1417,6,2,1,1,1,3,2,28,3,9,0,0,0,0,0,0,0,0,0
46S1135,2,28/06/2017,1635,3,2,1,1,1,1,2,29,3,9,11,0,0,0,0,0,0,0,0
46S1167,2,28/06/2017,1655,6,2,1,2,1,1,1,58,2,9,9,0,0,0,0,0,0,0,0
46S1167,2,28/06/2017,1655,6,2,1,2,2,1,2,65,3,9,9,0,0,0,0,0,0,0,0
46S1206,2,28/06/2017,915,3,2,1,2,1,1,2,63,3,9,9,0,0,0,0,0,0,0,0
46S1660,1,28/06/2017,2202,6,1,4,2,1,3,1,53,2,9,0,0,0,0,0,0,0,0,0
46T0262,2,29/06/2017,745,1,1,1,1,1,1,1,28,3,9,19,0,0,0,0,0,0,0,0
46T0326,2,29/06/2017,845,4,1,1,1,1,1,1,19,3,9,9,0,0,0,0,0,0,0,0
46T0540,1,29/06/2017,930,6,1,1,1,1,2,1,18,3,11,0,0,0,0,0,0,0,0,0
46T0540,1,29/06/2017,930,6,1,1,1,2,2,2,18,3,11,0,0,0,0,0,0,0,0,0
46T0641,1,02/07/2017,1205,6,1,1,1,1,3,2,28,3,9,0,0,0,0,0,0,0,0,0
46T0730,2,29/06/2017,740,6,1,1,1,1,1,1,22,3,9,1,0,0,0,0,0,0,0,0
46T1411,2,29/06/2017,1855,3,1,7,1,1,1,1,8,2,9,1,0,0,0,0,0,0,0,0
46U0102,2,30/06/2017,140,6,1,4,1,1,1,1,35,2,3,9,0,0,0,0,0,0,0,0
46U0574,2,29/06/2017,1900,6,1,7,1,1,1,1,32,3,9,9,0,0,0,0,0,0,0,0
46U1114,2,01/06/2017,1527,3,1,1,1,1,2,2,29,3,9,9,0,0,0,0,0,0,0,0
46U1367,1,04/07/2017,1310,6,1,1,1,1,3,1,78,3,1,0,0,0,0,0,0,0,0,0
46U1526,2,30/06/2017,1845,3,1,7,1,1,2,2,8,3,9,9,0,0,0,0,0,0,0,0
4710965,2,01/07/2017,1300,6,1,1,1,1,1,2,51,3,9,11,0,0,0,0,0,0,0,0
4711462,2,01/07/2017,1706,5,1,7,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
4711523,2,01/07/2017,1730,4,1,7,1,1,1,1,40,2,1,3,0,0,0,0,0,0,0,0
4711523,2,01/07/2017,1730,4,1,7,1,2,1,1,18,3,1,3,0,0,0,0,0,0,0,0
4711651,1,01/07/2017,1839,6,1,7,1,1,3,1,9,3,9,0,0,0,0,0,0,0,0,0
5321560,2,02/03/2018,2015,6,3,4,1,1,1,1,42,3,9,9,0,0,0,0,0,0,0,0
5321651,2,02/03/2018,2104,3,3,4,3,1,1,2,23,3,9,9,0,0,0,0,0,0,0,0
5330782,2,03/03/2018,1240,4,1,1,1,1,1,1,21,3,9,1,0,0,0,0,0,0,0,0
5331118,2,03/03/2018,1602,6,1,1,1,1,1,1,37,3,9,9,0,0,0,0,0,0,0,0
5331745,2,03/03/2018,2145,6,2,7,4,1,1,1,37,3,9,9,0,0,0,0,0,0,0,0
5331745,2,03/03/2018,2145,6,2,7,4,2,2,1,4,3,9,9,0,0,0,0,0,0,0,0
5340882,2,04/03/2018,1405,3,2,1,7,1,2,2,69,1,9,9,0,0,0,0,0,0,0,0
5340882,2,04/03/2018,1405,3,2,1,7,2,1,1,70,3,9,9,0,0,0,0,0,0,0,0
5360287,2,06/03/2018,740,3,2,1,1,1,1,1,36,3,9,3,0,0,0,0,0,0,0,0
5360401,1,06/03/2018,850,6,1,1,1,1,3,1,6,3,9,0,0,0,0,0,0,0,0,0
5360430,2,06/03/2018,908,3,2,1,1,1,1,1,69,2,9,1,0,0,0,0,0,0,0,0
